Annee;Nom du partenaire;N SIRET;Adresse;Code postal;Ville;Intitule de la demande;Appel a projets;Appel a projets Politique Ville;Montant demande;Montant vote par demande;Total vote en 2013;Fonctionnement;Subventions sur projet;Subventions d'equipement;Subventions sans nature specifiee;S-PR-Numero SIMPA;Financee/Non Financee
2013;CLUB SPORTIF PARIS 19EME;;8 AVENUE MODERNE;75019;PARIS;Convention d'objectifs avec la Ville de Paris;N;N;35000;30000;30000;30000;;;;16237;Financee
2013;COMITE DEPARTEMENTAL DE PARIS DE HAND BALL;31497550900014;36 RUE EMERIAU;75015;PARIS;Renouvellement convention d'objectifs n?2010 DJS 107 entre la ville, le comite et la ligue.;N;N;15000;15000;15000;15000;;;;43;Financee
2013;COMITE DEPARTEMENTAL DU SPORT ADAPTE DE PARIS;44758087900016;69 AVENUE DE FLANDRES;75019;PARIS;Fonctionnement pour l'annee 2013;N;N;2000;2000;2000;2000;;;;537;Financee
2013;Comite du 19e arrondissement de Paris des anciens combattants de la Resistance;53745689900013;20 RUE EDOUARD PAILLERON;75019;PARIS;Aide au fonctionnement;N;N;500;500;500;500;;;;20419;Financee
2013;Association village des panoramas varietes montmartre dit village des panoramas;53530184000018;13 PASSAGE DES PANORAMAS;75002;PARIS;illuminations de noel;N;N;3000;2500;2500;2500;;;;6423;Financee
2013;association Villette pour l'emploi des jeunes;38305448300011;211 AVENUE JEAN JAURES;75019;PARIS;PROJET ENTRACTE : dispositif d'accompagnement emploi des allocataires du RSA ARTISTES ET PARISIENS;O;N;95000;95000;95000;95000;;;;65682;Financee
2013;ATELIER PARISIEN D'URBANISME;78423753900019;17 BOULEVARD MORLAND;75004;PARIS;Direction concernee : la DPE Les Dechetteries;N;N;48000;48000;48000;48000;;;;39121;Financee
2013;Ateliers Villes;44239251000016;181 AVENUE DE FRANCE;75013;PARIS;COMPRENDRE SA VILLE ET SON QUARTIER. QUARTIER GPRU PORTE MONTMARTRE;O;O;2500;2000;2000;;1000;;1000;12486;Financee
2013;Betonsalon;48957504300034;9 ESPLANADE PIERRE VIDAL-NAQUET;75013;PARIS;Demande de fonctionnement sur l'annee 2013;N;N;75000;68000;68000;68000;;;;11948;Financee
2013;Body and Soul / Corps et Ame;78874278100016;34 RUE VICTOR MASSe;75009;PARIS;ONLY CONNECT;N;N;12000;;;;;;;127221;Non financee
2013;BREAK DANCE CREW;50189509800017;14bis RUE DES ROSIERS;75004;PARIS;decouverte et pratique des danses Hip-hop a travers la musique;O;N;7000;7000;7000;;;;7000;330;Financee
2013;Brouha art;49779192100016;5 RUE DE LA JONQUIeRE;75017;PARIS;Aide au projet spectacle vivant;N;N;5000;;;;;;;3682;Non financee
2013;Canal Marches;41205056900026;122 RUE DES COURONNES;75020;PARIS;Filmons-nous sous les Amandiers de Menilmontant. Atelier d?expression video autour des handicaps.;N;N;8000;2000;2000;2000;;;;11267;Financee
2013;Canal Marches;41205056900026;122 RUE DES COURONNES;75020;PARIS;L'Universite Populaire Audiovisuelle des Quartiers Populaires Parisiens;O;O;15000;12000;12000;2000;10000;;;11267;Financee
2013;Cap Digital Paris Region;48974929100022;74 RUE FAUBOURG SAINT ANTOINE;75012;PARIS;Appel a projets lance a l'occasion de la mise en ?uvre de la reforme des rythme education;O;N;168000;;;;;;;96181;Non financee
2013;CARE France;33480580100043;71 RUE ARCHEREAU;75019;PARIS;Projet "Amelioration de la couverture en eau potable, assainissement et des conditions sanitaires de;N;N;295327;295327;295327;;295327;;;20628;Financee
2013;CENTRE COROT ENTRAIDE D'AUTEUIL;34226673100013;4 RUE COROT;75016;PARIS;SUBVENTION AU TITRE DES FONDS DU MAIRE;N;N;1000;1000;1000;1000;;;;28721;Financee
2013;Centre d'aide aux familles matrifocales et monoparentales;52132912800016;3 VILLA DURY VASSELON;75020;PARIS;Soutenir la fonction parentale des migrants en difficultes;O;O;6000;4000;4000;;4000;;;18895;Financee
2013;Centre de la chanson d'expression francaise;37759857800021;24 RUE GEOFFROY L'ASNIER;75004;PARIS;Fonctionnement de l'association Centre de la chanson pour la mise en ?uvre de son nouveau projet.;N;N;30000;20000;20000;20000;;;;20124;Financee
2013;Centre de musique medievale de Paris;34199969600030;47 RUE BOBILLOT;75013;PARIS;Soutien aux activites de formation a la musique medievale;N;N;15000;10000;10000;10000;;;;5324;Financee
2013;Villes des Musiques du Monde;44953380100022;4 AVENUE DE LA DIVISION LECLERC;93300;AUBERVILLIERS;Soutenir l'extension geographique du festival sur le territoire parisien.;N;N;15000;10000;10000;10000;;;;19221;Financee
2013;WELL CENTRE D'EDUCATION DU MOUVEMENT (WELL - CEM);79067759500015;12 ALLEE VIVALDI;75012;PARIS;Trophees femmes en sport;N;N;6000;5400;5400;5400;;;;136881;Financee
2013;Yang Taiji Wuyi;79236865600015;19 RUE LeNINE;94200;IVRY-SUR-SEINE;ARE - atelier d'eveil corporel, environnemental et culturel par l'initiation au ta?chichuan;O;N;5000;2275;2275;;2275;;;99741;Financee
2013;Confluences;31788348600035;190 BOULEVARD DE CHARONNE;75020;PARIS;Demande 2013 de soutient au titre des travaux et de l'investissement adressee a la DAC;N;N;168262;;;;;;;17116;Non financee
2013;Conseil d'Architecture, d'Urbanisme et de l'Environnement de Paris;32564612300019;32 BOULEVARD SeBASTOPOL;75004;PARIS;Creation d?ateliers d?animation innovants et pluridisciplinaires;O;N;150500;150500;150500;;150500;;;31222;Financee
2013;Contact Paris - Ile-de-France - Dialogue entre les parents, les gais et lesbiennes, leurs familles et amis;50335141300011;84 RUE SAINT-MARTIN;75004;PARIS;Sollicitation de la Direction des Familles et de la Petite Enfance pour renouvellement subvention;N;N;5000;12500;12500;5000;;;7500;32521;Financee
2013;Coordination des Associations de Developpement economique Culturel et Social de Paris;44175404100024;63 RUE DAGUERRE;75014;PARIS;Favoriser la participation citoyenne a la vie democratique de Paris : trois objectifs.;N;N;15000;10000;10000;10000;;;;18336;Financee
2013;Coordination Toxicomanies;43533315800028;46 RUE CUSTINE;75018;PARIS;Action d?expertise, de mediation de proximite et d?animation territoriale liees aux drogues.;N;N;271531;75000;75000;75000;;;;28602;Financee
2013;CORALY TWIRLING PARIS 20;44771927900013;8 RUE SAINT AMBROISE;75011;PARIS;Aide au fonctionnement du Coraly Twirling club Paris 20 pour l'annee 2012/2013;N;N;2200;1000;1000;1000;;;;9607;Financee
2013;COULEURS BRAZIL;53280222000022;20 RUE DE BORREGO;75020;PARIS;SUBVENTION DE FONCTIONNEMENT;N;N;15000;;;;;;;20402;Non financee
2013;CRESCENDO;78481011100350;102 C RUE AMELOT;75011;PARIS;Fonctionnement courant de l?etablissement Fontarabie pour l?annee 2013;N;N;210774;192285;192285;192285;;;;9608;Financee
2013;CROIX ROUGE FRANCAISE (NATIONALE);77567227221138;98 RUE DIDOT;75014;PARIS;Accompagnement d'insertion aux publics toxicomanes;N;N;30000;30000;30000;;;;30000;18099;Financee
2013;CROIX ROUGE FRANCAISE (NATIONALE);77567227221138;98 RUE DIDOT;75014;PARIS;DEMANDE DE SUBVENTION D'EQUIPEMENT DELEGATION DEPARTEMENTALE DE PARIS : A L'ATTENTION DE ELENA GRECO;N;N;70000;70000;70000;;;70000;;18099;Financee
2013;CROIX ROUGE FRANCAISE (NATIONALE);77567227221138;98 RUE DIDOT;75014;PARIS;Label Paris Co-developpement Sud 2013: Aide aux jeunes nigerianes victimes de la traite.;O;N;15000;;;;;;;18099;Non financee
2013;CROIX ROUGE FRANCAISE (NATIONALE);77567227221138;98 RUE DIDOT;75014;PARIS;subvention de fonctionnement de la creche collective CNAVTS;N;N;9575;44628;44628;44628;;;;18099;Financee
2013;CULTURE 21;48144909800021;1 bis PLACE DE L'EUROPE;78140;VELIZY-VILLACOUBLAY;V V V 2013 La Couture sous toutes les coutures;O;N;1500;;;;;;;101481;Non financee
2013;CULTURES SUR COUR;49791570200037;147 RUE DE CLIGNANCOURT;75018;PARIS;Actions educatives et artistiques avec des adolescents de 10 a 15 ans VF;O;O;10000;3000;3000;;3000;;;16027;Financee
2013;CULTURES SUR COUR;49791570200037;147 RUE DE CLIGNANCOURT;75018;PARIS;Fete de quartier Amiraux Simplon Poissonnier;O;O;4000;2000;2000;;2000;;;16027;Financee
2013;Danube Social et Culturel;44992042000022;49bis RUE DU GeNeRAL BRUNET;75019;PARIS;Ville vie vacances HORS LES MURS;O;N;5000;;;;;;;9687;Non financee
2013;Debrouille compagnie;44412858100030;4 ter RUE DE LA SOLIDARITe;75019;PARIS;Le 13eme recup' son quartier.;O;O;5000;2000;2000;;2000;;;5166;Financee
2013;Debrouille compagnie;44412858100030;4 ter RUE DE LA SOLIDARITe;75019;PARIS;VVV 2013 - Mon Ete a Danube - Fashion recup?;O;N;1000;1000;1000;1000;;;;5166;Financee
2013;ECObox;49270057000020;39 RUE PAJOL;75018;PARIS;APPEL A PROJETS D?ATELIERS D?ANIMATION INNOVANTS, PLURIDISCIPLINAIRES ET LOCALISES;O;N;4000;;;;;;;11605;Non financee
2013;Parabole;51011587600029;6 VILLA DES LILAS;75019;PARIS;Formations linguistiques : alphabetisation et mise a niveau en francais des adultes.;O;O;9000;3500;3500;;1000;;2500;12385;Financee
2013;paradoxes;51812716200015;50 RUE BICHAT;75010;PARIS;accueil orientation et consultations gratuites pour adolescents de 11 a 25 ans;N;N;36500;10000;10000;5000;;;5000;16057;Financee
2013;PARIS JEAN BOUIN CASG;78466290000017;26 AVENUE DU GeNeRAL SARRAIL;75016;PARIS;Fonctionnement courant de la section hockey sur gazon du Paris Jean Bouin;N;N;40000;50000;50000;50000;;;;17047;Financee
2013;Passerelles 17 - Regie de quartier du 17eme Nord-Est;49421655900018;190 AVENUE DE CLICHY;75017;PARIS;L'espace public investit par ses habitants;O;O;10000;5400;5400;;5400;;;12485;Financee
2013;S.O.S. PARIS;32239771200000;103 RUE DE VAUGIRARD;75006;PARIS;Subvention de fonctionnement;N;N;6630;6500;6500;6500;;;;5981;Financee
2013;SPORTING CLUB DU 14;39916388000061;3 AVENUE DE LA PORTE DE MONTROUGE;75014;PARIS;Subvention de fonctionnement saison 2012/2013;N;N;12900;12900;12900;12900;;;;423;Financee
2013;SPORTING CLUB NORD PARISIEN SCNP;48380729300012;20 RUE EDOUARD PAILLERON;75019;PARIS;Demande Exceptionnelle Coupe de France et phases finale Championnat de france FSGT.;N;N;5000;;;;;;;120;Non financee
2013;Strata'j'm Paris;52981968200012;86 RUE DES COURONNES;75020;PARIS;Animation jeux boulevard Davout en direction des familles;O;O;27000;6000;6000;4000;2000;;;33381;Financee
2013;Strata'j'm Paris;52981968200012;86 RUE DES COURONNES;75020;PARIS;Ateliers de logique a travers les jeux du monde ARE;O;N;3510;2400;2400;;;;2400;33381;Financee
2013;TAF THEATRE;43540971900014;107 RUE DES COURONNES;75020;PARIS;Financement Ateliers Culturels Rythmes Scolaires;O;N;9400;;;;;;;140621;Non financee
2013;TARBAYAVIDEO;25524654200019;19 AVENUE CLAUDE ReGAUD;75013;PARIS;Ateliers de courts-metrages pour un public mixte (personnes handicapees, hommes, femmes, intergenera;N;N;2000;;;;;;;19186;Non financee
2013;TENNIS CLUB DE LUTECE;78480877600024;9 RUE DES FReRES FLAVIEN;75020;PARIS;Perennisation d'un contrat d'agent d'accueil;N;N;6000;;;;;;;18808;Non financee
2013;TENNIS CLUB DE LUTECE;78480877600024;9 RUE DES FReRES FLAVIEN;75020;PARIS;Professionalisation;N;N;1000;;;;;;;18808;Non financee
2013;TERRAMICALES;53539723600014;21 RUE GODEFROY CAVAIGNAC;75011;PARIS;Financement du Festival de ceramique Paris 11eme;N;N;7450;3500;3500;3500;;;;40301;Financee
2013;Theatre A Bout Portant;52283377100010;158 RUE LENAIN DE TILLEMONT;93100;MONTREUIL;aide au projet - aide au financement de 40 representations au Theatre 14;N;N;10000;5000;5000;;5000;;;115941;Financee
2013;Theatre aux Mains Nues;32341933300030;7 SQUARE DES CARDEURS;75020;PARIS;Atelier culturel ARE - atelier d?initiation a l'art de la marionnette;O;N;5000;;;;;;;19565;Non financee
2013;Theatre Silvia Monfort;38772311700017;106 RUE BRANCION;75015;PARIS;Art pour grandir, residence d'artiste en college 2013-2014;O;N;10000;5000;5000;;5000;;;51803;Financee
2013;Theatre Silvia Monfort;38772311700017;106 RUE BRANCION;75015;PARIS;Subvention d'investissement;N;N;300000;80000;80000;;;80000;;51803;Financee
2013;Traces : Theories et Reflexions sur l'Apprendre, la Communication et l'Education Scientifiques;49457785100020;23 RUE DES BALKANS;75020;PARIS;VVV - La science dans les arts et la culture : la musique;O;N;2800;;;;;;;57461;Non financee
2013;Tres d'Esprit;442985000;34 RUE PIAT;75020;PARIS;ORGANISATION DU FESTIVAL INTERNATIONAL DES TRES COURTS 2013;N;N;6000;2000;2000;;;;2000;20687;Financee
2013;UGSEL 75 UNION DEPARTEMENTALE ET REGIONALE ACADEMIQUE DE PARIS DE L'UNION GENERALE SPORTIVE DE L'ENSEIGNEMENT LIBRE;30269667900059;76 RUE DES SAINTS-PERES;75007;PARIS;Aide au fonctionnement de l'association UGSEL75;N;N;20000;10000;10000;10000;;;;251;Financee
2013;Ultima Chamada;44244874200043;42 RUE BEZOUT;75014;PARIS;Subvention sur les fonds du maire du 9e : Ultima Chamada et Siloe Aurore au Forum Social Mondial;N;N;4000;4000;4000;4000;;;;26101;Financee
2013;UNE CHORBA POUR TOUS;44301381800036;108 RUE CURIAL;75019;PARIS;Decouverte du patrimoine culturel a un public jeune issu des quartiers politique de la ville;O;N;1500;;;;;;;17185;Non financee
2013;UNE CHORBA POUR TOUS;44301381800036;108 RUE CURIAL;75019;PARIS;Fonctionnement , mediation acces au droit et a la sante;N;N;60000;40000;40000;40000;;;;17185;Financee
2013;ASSOCIATION MAISON DES JEUNES ET DE LA CULTURE PARIS MERCOEUR;78449236500019;4 RUE MERCOEUR;75011;PARIS;Parcours photographique Urbain;N;N;1500;1500;1500;1500;;;;15225;Financee
2013;Association pour la Promotion Individuelle et Collective, et pour l'Egalite des Droits;48338708000011;141 RUE OBERKAMPF;75011;PARIS;Soutien aux habitants de Fontaine au Roi et actions de quartier;O;O;9000;4500;4500;;;;4500;9969;Financee
2013;ASSOCIATION POUR LE DIALOGUE ET L'ORIENTATION SCOLAIRE ADOS;37824819900036;24 RUE POLONCEAU;75018;PARIS;vvv 2013 "Aide a l'initiative d'organisation de sejour 14/17 ans du 12 au 19 aout";O;N;3000;;;;;;;10836;Non financee
2013;ASSOCIATION POUR LE NOUVEL AGE APNA 12;33478434500087;32 RUE MONTGALLET;75012;PARIS;subcention aide maintient activite;N;N;2000;1500;1500;1500;;;;6194;Financee
2013;association pour l'enseignement du juda?sme comme culture;50800758000014;83 AVENUE D' ITALIE;75013;PARIS;Livres des mondes juifs et diasporas en dialogue;N;N;5000;5000;5000;5000;;;;19809;Financee
2013;Cie. C. Couronne;50837219000019;3 RUE GeNeRAL RENAULT;75011;PARIS;Les jeunes a la rencontre du milieu artistique;O;O;6000;3500;3500;;;;3500;11345;Financee
2013;CIMES 19;53486758500018;50 RUE BOURET;75019;PARIS;Demande de subvention de fonctionnement;N;N;3000;900;900;900;;;;63541;Financee
2013;cinq sur cinq;53146919500014;23 RUE FREDERIC SAUTON;75005;PARIS;ILLUMINATION DE QUARTIER;N;N;20000;19000;19000;19000;;;;18989;Financee
2013;Club Action des Labels Independants Francais;45016696200024;8 RUE SAINTE MARTHE;75010;PARIS;DISQUAIRE DAY 2013;N;N;12000;8000;8000;;8000;;;120841;Financee
2013;Club Musical de La Poste et France Telecom - Paris;78454746500046;40 RUE DES PEUPLIERS;75013;PARIS;Demande subvention projets Atelier animation culturels (projet dasco) Chant Choral;O;N;7000;;;;;;;20409;Non financee
2013;COMITE DEPARTEMENTAL DE PARIS DE HAND BALL;31497550900014;36 RUE EMERIAU;75015;PARIS;dossier demande de subvention association;N;N;5000;;;;;;;43;Non financee
2013;Comite des fetes et de la solidarite du 13e arrondissement;47934165300018;11 AVENUE LeON BOLLeE;75013;PARIS;Demande de subvention de fonctionnement;N;N;12000;;;;;;;19055;Non financee
2013;Comite litteraire franco-russe;50391477200028;17 RUE DU FOUR;75006;PARIS;Atelier pour les enfants : Promenades litteraires;O;N;5000;;;;;;;52042;Non financee
2013;Comite Municipal d'Animation et d'Action Sociale du 7eme arrondissement de Paris;49767085100011;4 RUE AMeLIE;75007;PARIS;Organisation d'evenements en faveur des personnes defavorisees et des personnes agees isolees du 7e;N;N;4000;;;;;;;5843;Non financee
2013;COMITE PARISIEN DE BASKET BALL;330929282;117 RUE DU CHATEAU DES RENTIERS;75013;PARIS;FONCTIONNEMENT COURANT DE L'ASSOCIATION;N;N;20000;14000;14000;14000;;;;301;Financee
2013;COMITE SAINT GERMAIN DES PRES SAINT GERMAIN DES PRES D'HIER D'AUJOURD'HUI ET DE DEMAIN;48978336500013;6 PLACE SAINT GERMAIN;75006;PARIS;Parcours Saint-Germain Amendement Bloch;N;N;4000;4000;4000;4000;;;;19280;Financee
2013;Compagnie A Force de Rever;38937771400024;3 VILLA BRUNE;75014;PARIS;Aide a l?insertion de jeunes en grande difficulte par l'initiation aux metiers du spectacle;O;O;17000;17000;17000;8500;4500;;4000;12025;Financee
2013;compagnie "LES TRAINS SANS HORAIRES";44072068800025;35 QUAI DE L' OURCQ;93500;PANTIN;atelier culturel amenagement temps scolaire : autour du conte;O;N;5000;;;;;;;152641;Non financee
2013;Compagnie L'Orange Bleue;44985590700027;5 AVENUE BALZAC;95400;ARNOUVILLE;ARE-Ateliers Mime-Theatre   Arts Plastiques (annee scolaire 2013-2014);O;N;8100;8100;8100;;;;8100;152401;Financee
2013;Compagnie Niaba;41411556800027;206 QUAI DE VALMY;75010;PARIS;VVV - ORGANISATION D'UN 'PETIT TANABER' AU POINT ePHeMeRE AVEC LES JEUNES - VACANCES PRINTEMPS 2013;O;N;4800;;;;;;;1684;Non financee
2013;Compagnie Oui, aujourd'hui;50814180100011;62 RUE AMELOT;75011;PARIS;ARE - Ateliers de theatre;O;N;9650;;;;;;;152261;Non financee
2013;ASSOCIATION LES NOUVEAUX GITANS;47788513100029;206 QUAI DE VALMY;75010;PARIS;AIDE A LA DIFFUSION de "LA 432" - Au Theatre des Beliers Parisiens;N;N;20000;4000;4000;;4000;;;20090;Financee
2013;ASSOCIATION SPORTIVE DU LYCEE PROFESSIONNEL TURQUETIL;44777113000013;18 PASSAGE TURQUETIL;75011;PARIS;Subvention de fonctionnement et de developpement de l'Association Sportive Du Lycee Turquetil;N;N;2000;2000;2000;2000;;;;19808;Financee
2013;Association Sportive Handi Jeunes de Paris;48085662400014;44 RUE LOUIS LUMIeRE;75020;PARIS;Animation de 3 centres periscolaires handijeunes et handisport a Paris les mercredis apres midi;N;N;4500;2500;2500;2500;;;;18873;Financee
2013;CERCLE MUNICIPAL DES GOBELINS ET DES BEAUX ARTS;53789925400016;1 PLACE D'ITALIE;75013;PARIS;FINANCEMENT DE L'EXPOSITION DU CERCLE MUNICIPAL DES GOBELINS ET DES BEAUX-ARTS;N;N;3000;3000;3000;3000;;;;31661;Financee
2013;Choeurs d'enfants de Saint-Christophe de Javel;429386311014;28 RUE DE LA CONVENTION;75015;PARIS;Contribution aux projets musicaux de l'annee et organisation de concerts a Rome en juillet;N;N;10000;4000;4000;4000;;;;18469;Financee
2013;Choeur Stella Maris CSM;44032824300041;220 RUE DU FAUBOURG SAINT DENIS;75010;PARIS;Subvention de fonctionnement pour le Choeur Stella Maris;N;N;2500;1500;1500;1500;;;;42041;Financee
2013;CIE BOUCHE A BOUCHE;40411062900031;2 RUE DU GeNeRAL HUMBERT;75014;PARIS;ARE-Atelier Liliput ou Gros minet, qui suis-je dans ma ville ?;O;N;24000;6000;6000;;6000;;;12107;Financee
2013;cine histoire;45150491400016;8 RUE DUPLEIX;75015;PARIS;subvention d'aide au fonctionnement de notre association pour 2013;N;N;9000;8000;8000;8000;;;;44882;Financee
2013;Cliches Urbains;50793413100016;37 RUE DE NANTES;75019;PARIS;Vie de Quartier;O;O;3600;1500;1500;;1500;;;12649;Financee
2013;CLUB MESSIDOR;39269627400019;7 RUE MESSIDOR;75012;PARIS;Demande de compensation de l'augmentation des tarifs des equipements sportifs municipaux;N;N;1771;1000;1000;1000;;;;16384;Financee
2013;COCHENKO;50260236000039;4 bis RUE ROLAND VACHETTE;93200;SAINT-DENIS;Financement projet Da(ta)place 2013, projet de reflexion partagee sur l'amenagement d'une place;O;O;24000;9000;9000;;9000;;;124681;Financee
2013;Collectif logement paris 14;49991044600016;148bis RUE D' ALeSIA;75014;PARIS;Apprendre, comprendre, s'exprimer;O;O;4000;1000;1000;1000;;;;10645;Financee
2013;Comite d'Action Sociale et d'Animation du XIVe;52940435200013;26 RUE MOUTON DUVERNET;75014;PARIS;CASA;N;N;12000;3500;3500;3500;;;;21018;Financee
2013;COMITE DEPARTEMENTAL DE BADMINTON DE PARIS CODEP 75;51774946100011;32 RUE ROTTEMBOURG;75012;PARIS;Developpement et promotion du Badminton a Paris;N;N;5000;3500;3500;3500;;;;16958;Financee
2013;COMITE DEPARTEMENTAL DE PARIS DE L'UNION SPORTIVE DE L'ENSEIGNEMENT DU PREMIER DEGRE USEP PARIS;32731146000049;167 BOULEVARD DE LA VILLETTE;75010;PARIS;Les valeurs de l'USEP Paris et les ateliers culturels de l'ARE;O;N;981120;;;;;;;17337;Non financee
2013;Comite de reflexion sur la qualite de la loi;79013082700013;7 RUE ROSA BONHEUR;75015;PARIS;Agir pour la qualite de la loi en France;N;N;3000;;;;;;;130841;Non financee
2013;Comite des fetes et d actions sociales du 9eme arrondissement;40806215600034;54 RUE JEAN BAPTISTE PIGALLE;75009;PARIS;Demande de subvention sur les fonds du maire;N;N;4500;4500;4500;4500;;;;19724;Financee
2013;comite local du 20 eme arrondissement de Paris de la Federation Nationale des Anciens Combattants en Algerie Maroc et Tunisie;79090506100012;119 RUE DE MONTREUIL;75011;PARIS;subvention de fonctionnement;N;N;1100;1100;1100;1100;;;;20187;Financee
2013;COMITE REGIONAL DE L'ACADEMIE DE PARIS DE LA FEDERATION FRANCAISE DU SPORT UNIVERSITAIRE CRSU;32425162800024;9F BOULEVARD JOURDAN;75014;PARIS;Aide au fonctionnement du Comite Regional du Sport Universitaire de l'Academie de Paris;N;N;25500;6500;6500;6500;;;;419;Financee
2013;Compagnie du Petit Musc;50258827000020;38 BOULEVARD HENRI IV;75004;PARIS;ARE - ATELIER DE GUITARES PREPAREES ET DE POESIE MISE EN MUSIQUE;O;N;9800;;;;;;;7161;Non financee
2013;Compagnie graines de soleil;42046186500032;7 RUE DE LA CHARBONNIERE;75018;PARIS;Co-financement DPVI d'un poste Adulte-Relai Convention n?075 02 R T106 03;N;N;4706;4314;4314;4314;;;;13365;Financee
2013;Compagnie graines de soleil;42046186500032;7 RUE DE LA CHARBONNIERE;75018;PARIS;Co-financement DPVI d'un poste adulte-relai Convention n? 075 06 R T105 02;N;N;4706;4706;4706;;;;4706;13365;Financee
2013;Compagnie graines de soleil;42046186500032;7 RUE DE LA CHARBONNIERE;75018;PARIS;INVESTISSEMENT DPVI + Vitrine Graines de Soleil;N;N;5100;5100;5100;;;5100;;13365;Financee
2013;Arttakt;52836835000013;12 bis RUE DE LA CHINE;75020;PARIS;Festival Les Nuits Photographiques, 3eme ed., juin 2013, Paris (organise par l'association arttakt);N;N;20000;5000;5000;5000;;;;24781;Financee
